rank,incomePerSec,Common,Rare,Legendary,RatioCommon,RatioRare,RatioLegendary
903,2.85E+11,1.12E+19,2.35E+18,2.18E+18,2.54464E-08,1.21277E-07,1.30734E-07
904,2.94E+11,1.16E+19,2.43E+18,2.25E+18,2.53448E-08,1.20988E-07,1.30667E-07
905,3.02E+11,1.20E+19,2.51E+18,2.33E+18,2.51667E-08,1.20319E-07,1.29614E-07
906,3.10E+11,1.24E+19,2.60E+18,2.40E+18,0.000000025,1.19231E-07,1.29167E-07
907,3.19E+11,1.29E+19,2.68E+18,2.48E+18,2.47287E-08,1.1903E-07,1.28629E-07
908,3.27E+11,1.33E+19,2.76E+18,2.56E+18,2.45865E-08,1.18478E-07,1.27734E-07
909,3.36E+11,1.37E+19,2.85E+18,2.64E+18,2.45255E-08,1.17895E-07,1.27273E-07
910,3.44E+11,1.41E+19,2.93E+18,2.71E+18,2.43972E-08,1.17406E-07,1.26937E-07
911,3.55E+11,1.47E+19,3.04E+18,2.81E+18,2.41497E-08,1.16776E-07,1.26335E-07
912,3.67E+11,1.52E+19,3.15E+18,2.92E+18,2.41447E-08,1.16508E-07,1.25685E-07
913,3.78E+11,1.58E+19,3.27E+18,3.02E+18,2.39241E-08,1.15596E-07,1.25166E-07
914,3.89E+11,1.64E+19,3.38E+18,3.12E+18,2.37195E-08,1.15089E-07,1.24679E-07
915,4.00E+11,1.69E+19,3.49E+18,3.23E+18,2.36686E-08,1.14613E-07,1.23839E-07
916,4.11E+11,1.75E+19,3.61E+18,3.33E+18,2.34857E-08,1.1385E-07,1.23423E-07
917,4.22E+11,1.81E+19,3.72E+18,3.44E+18,2.33149E-08,1.13441E-07,1.22674E-07
918,4.34E+11,1.87E+19,3.84E+18,3.54E+18,2.32086E-08,1.13021E-07,1.22599E-07
919,4.45E+11,1.93E+19,3.96E+18,3.65E+18,2.3057E-08,1.12374E-07,1.21918E-07
920,4.56E+11,1.99E+19,4.08E+18,3.76E+18,2.29146E-08,1.11765E-07,1.21277E-07
921,4.71E+11,2.07E+19,4.23E+18,3.90E+18,2.27536E-08,1.11348E-07,1.20769E-07
922,4.86E+11,2.15E+19,4.39E+18,4.04E+18,2.26047E-08,1.10706E-07,1.20297E-07
923,5.01E+11,2.23E+19,4.54E+18,4.18E+18,2.24664E-08,1.10352E-07,1.19856E-07
924,5.16E+11,2.31E+19,4.70E+18,4.32E+18,2.23377E-08,1.09787E-07,1.19444E-07
925,5.30E+11,2.39E+19,4.86E+18,4.47E+18,2.21757E-08,1.09053E-07,1.18568E-07
926,5.45E+11,2.47E+19,5.02E+18,4.61E+18,2.20648E-08,1.08566E-07,1.18221E-07
927,5.60E+11,2.55E+19,5.18E+18,4.76E+18,2.19608E-08,1.08108E-07,1.17647E-07
928,5.75E+11,2.64E+19,5.34E+18,4.91E+18,2.17803E-08,1.07678E-07,1.17108E-07
929,5.90E+11,2.72E+19,5.51E+18,5.06E+18,2.16912E-08,1.07078E-07,1.16601E-07
930,6.05E+11,2.81E+19,5.67E+18,5.21E+18,2.15302E-08,1.06702E-07,1.16123E-07
931,6.24E+11,2.92E+19,5.88E+18,5.40E+18,2.13699E-08,1.06122E-07,1.15556E-07
932,6.44E+11,3.03E+19,6.10E+18,5.60E+18,2.12541E-08,1.05574E-07,0.000000115
933,6.64E+11,3.14E+19,6.32E+18,5.79E+18,2.11465E-08,1.05063E-07,1.1468E-07
934,6.84E+11,3.25E+19,6.53E+18,5.99E+18,2.10462E-08,1.04747E-07,1.1419E-07
935,7.04E+11,3.37E+19,6.76E+18,6.19E+18,2.08902E-08,1.04142E-07,1.13732E-07
936,7.23E+11,3.48E+19,6.98E+18,6.40E+18,2.07759E-08,1.03582E-07,1.12969E-07
937,7.43E+11,3.60E+19,7.20E+18,6.60E+18,2.06389E-08,1.03194E-07,1.12576E-07
938,7.63E+11,3.72E+19,7.43E+18,6.80E+18,2.05108E-08,1.02692E-07,1.12206E-07
939,7.83E+11,3.84E+19,7.66E+18,7.01E+18,2.03906E-08,1.02219E-07,1.11698E-07
940,8.02E+11,3.96E+19,7.89E+18,7.22E+18,2.02525E-08,1.01648E-07,1.1108E-07
941,8.29E+11,4.11E+19,8.19E+18,7.49E+18,2.01703E-08,1.01221E-07,1.10681E-07
942,8.55E+11,4.27E+19,8.48E+18,7.76E+18,2.00234E-08,1.00825E-07,1.1018E-07
943,8.81E+11,4.42E+19,8.79E+18,8.03E+18,1.99321E-08,1.00228E-07,1.09714E-07
944,9.08E+11,4.58E+19,9.09E+18,8.31E+18,1.98253E-08,9.989E-08,1.09266E-07
945,9.34E+11,4.74E+19,9.40E+18,8.59E+18,1.97046E-08,9.93617E-08,1.08731E-07
946,9.60E+11,4.91E+19,9.71E+18,8.87E+18,1.95519E-08,9.88671E-08,1.0823E-07
947,9.87E+11,5.07E+19,1.00E+19,9.15E+18,1.94675E-08,9.87E-08,1.07869E-07
948,1.01E+12,5.24E+19,1.03E+19,9.43E+18,1.92748E-08,9.80583E-08,1.07105E-07
949,1.04E+12,5.40E+19,1.07E+19,9.72E+18,1.92593E-08,9.71963E-08,1.06996E-07
950,1.07E+12,5.57E+19,1.10E+19,1.00E+19,1.92101E-08,9.72727E-08,0.000000107
951,1.10E+12,5.79E+19,1.14E+19,1.04E+19,1.89983E-08,9.64912E-08,1.05769E-07
952,1.14E+12,6.01E+19,1.18E+19,1.08E+19,1.89684E-08,9.66102E-08,1.05556E-07
953,1.17E+12,6.23E+19,1.22E+19,1.11E+19,1.87801E-08,9.59016E-08,1.05405E-07
954,1.21E+12,6.46E+19,1.27E+19,1.15E+19,1.87307E-08,9.52756E-08,1.05217E-07
955,1.24E+12,6.68E+19,1.31E+19,1.19E+19,1.85629E-08,9.46565E-08,1.04202E-07
956,1.28E+12,6.91E+19,1.35E+19,1.23E+19,1.85239E-08,9.48148E-08,1.04065E-07
957,1.31E+12,7.14E+19,1.39E+19,1.27E+19,1.83473E-08,9.42446E-08,1.0315E-07
958,1.35E+12,7.38E+19,1.44E+19,1.31E+19,1.82927E-08,9.375E-08,1.03053E-07
959,1.38E+12,7.61E+19,1.48E+19,1.35E+19,1.8134E-08,9.32432E-08,1.02222E-07
960,1.42E+12,7.85E+19,1.53E+19,1.39E+19,1.80892E-08,9.28105E-08,1.02158E-07
961,1.46E+12,8.16E+19,1.59E+19,1.44E+19,1.78922E-08,9.18239E-08,1.01389E-07
962,1.51E+12,8.47E+19,1.64E+19,1.49E+19,1.78276E-08,9.20732E-08,1.01342E-07
963,1.56E+12,8.78E+19,1.70E+19,1.55E+19,1.77677E-08,9.17647E-08,1.00645E-07
964,1.60E+12,9.10E+19,1.76E+19,1.60E+19,1.75824E-08,9.09091E-08,0.0000001
965,1.65E+12,9.42E+19,1.82E+19,1.65E+19,1.75159E-08,9.06593E-08,0.0000001
966,1.70E+12,9.74E+19,1.88E+19,1.71E+19,1.74538E-08,9.04255E-08,9.94152E-08
967,1.74E+12,1.01E+20,1.94E+19,1.76E+19,1.72277E-08,8.96907E-08,9.88636E-08
968,1.79E+12,1.04E+20,2.00E+19,1.82E+19,1.72115E-08,8.95E-08,9.83516E-08
969,1.84E+12,1.07E+20,2.06E+19,1.87E+19,1.71963E-08,8.93204E-08,9.83957E-08
970,1.88E+12,1.11E+20,2.13E+19,1.93E+19,1.69369E-08,8.82629E-08,9.74093E-08
971,1.95E+12,1.15E+20,2.21E+19,2.00E+19,1.69565E-08,8.82353E-08,9.75E-08
972,2.01E+12,1.19E+20,2.29E+19,2.07E+19,1.68908E-08,8.77729E-08,9.71014E-08
973,2.07E+12,1.24E+20,2.37E+19,2.14E+19,1.66935E-08,8.73418E-08,9.6729E-08
974,2.13E+12,1.28E+20,2.45E+19,2.22E+19,1.66406E-08,8.69388E-08,9.59459E-08
975,2.20E+12,1.33E+20,2.54E+19,2.29E+19,1.65414E-08,8.66142E-08,9.60699E-08
976,2.26E+12,1.37E+20,2.62E+19,2.37E+19,1.64964E-08,8.62595E-08,9.53586E-08
977,2.32E+12,1.42E+20,2.70E+19,2.44E+19,1.6338E-08,8.59259E-08,9.5082E-08
978,2.38E+12,1.46E+20,2.79E+19,2.52E+19,1.63014E-08,8.53047E-08,9.44444E-08
979,2.44E+12,1.51E+20,2.88E+19,2.60E+19,1.61589E-08,8.47222E-08,9.38462E-08
980,2.51E+12,1.56E+20,2.96E+19,2.67E+19,1.60897E-08,8.47973E-08,9.40075E-08
981,2.59E+12,1.62E+20,3.07E+19,2.77E+19,1.59877E-08,8.43648E-08,9.35018E-08
982,2.67E+12,1.68E+20,3.19E+19,2.88E+19,1.58929E-08,8.36991E-08,9.27083E-08
983,2.76E+12,1.74E+20,3.30E+19,2.98E+19,1.58621E-08,8.36364E-08,9.26174E-08
984,2.84E+12,1.81E+20,3.42E+19,3.08E+19,1.56906E-08,8.30409E-08,9.22078E-08
985,2.92E+12,1.87E+20,3.53E+19,3.18E+19,1.5615E-08,8.27195E-08,9.18239E-08
986,3.01E+12,1.93E+20,3.65E+19,3.29E+19,1.55959E-08,8.24658E-08,9.14894E-08
987,3.09E+12,2.00E+20,3.77E+19,3.39E+19,1.545E-08,8.19629E-08,9.11504E-08
988,3.17E+12,2.06E+20,3.89E+19,3.50E+19,1.53883E-08,8.1491E-08,9.05714E-08
989,3.26E+12,2.13E+20,4.01E+19,3.61E+19,1.53052E-08,8.12968E-08,9.03047E-08
990,3.34E+12,2.20E+20,4.13E+19,3.71E+19,1.51818E-08,8.08717E-08,9.0027E-08
991,3.45E+12,2.28E+20,4.28E+19,3.85E+19,1.51316E-08,8.06075E-08,8.96104E-08
992,3.56E+12,2.38E+20,4.44E+19,3.99E+19,1.4958E-08,8.01802E-08,8.92231E-08
993,3.67E+12,2.48E+20,4.60E+19,4.14E+19,1.47984E-08,7.97826E-08,8.86473E-08
994,3.78E+12,2.58E+20,4.76E+19,4.28E+19,1.46512E-08,7.94118E-08,8.83178E-08
995,3.90E+12,2.68E+20,4.92E+19,4.42E+19,1.45522E-08,7.92683E-08,8.82353E-08
996,4.01E+12,2.79E+20,5.09E+19,4.57E+19,1.43728E-08,7.87819E-08,8.77462E-08
997,4.12E+12,2.89E+20,5.25E+19,4.71E+19,1.42561E-08,7.84762E-08,8.74735E-08
998,4.23E+12,3.00E+20,5.42E+19,4.86E+19,1.41E-08,7.80443E-08,8.7037E-08
999,4.34E+12,3.11E+20,5.59E+19,5.01E+19,1.3955E-08,7.76386E-08,8.66267E-08
1000,4.45E+12,3.22E+20,5.75E+19,5.16E+19,1.38199E-08,7.73913E-08,8.62403E-08
1001,4.60E+12,3.36E+20,5.97E+19,5.36E+19,1.36905E-08,7.70519E-08,8.58209E-08
1002,4.75E+12,3.51E+20,6.20E+19,5.55E+19,1.35328E-08,7.66129E-08,8.55856E-08
1003,4.90E+12,3.65E+20,6.42E+19,5.75E+19,1.34247E-08,7.6324E-08,8.52174E-08
1004,5.05E+12,3.80E+20,6.65E+19,5.96E+19,1.32895E-08,7.59398E-08,8.47315E-08
1005,5.20E+12,3.95E+20,6.88E+19,6.16E+19,1.31646E-08,7.55814E-08,8.44156E-08
1006,5.34E+12,4.11E+20,7.12E+19,6.37E+19,1.29927E-08,0.000000075,8.38305E-08
1007,5.49E+12,4.27E+20,7.35E+19,6.58E+19,1.28571E-08,7.46939E-08,8.34347E-08
1008,5.64E+12,4.43E+20,7.59E+19,6.79E+19,1.27314E-08,7.43083E-08,8.30633E-08
1009,5.79E+12,4.59E+20,7.83E+19,7.00E+19,1.26144E-08,7.39464E-08,8.27143E-08
1010,5.94E+12,4.76E+20,8.08E+19,7.22E+19,1.2479E-08,7.35149E-08,8.22715E-08
1011,6.14E+12,4.97E+20,8.40E+19,7.50E+19,1.23541E-08,7.30952E-08,8.18667E-08
1012,6.34E+12,5.19E+20,8.72E+19,7.79E+19,1.22158E-08,7.27064E-08,8.13864E-08
1013,6.54E+12,5.41E+20,9.04E+19,8.08E+19,1.20887E-08,7.23451E-08,8.09406E-08
1014,6.73E+12,5.64E+20,9.37E+19,8.37E+19,1.19326E-08,7.1825E-08,8.04062E-08
1015,6.93E+12,5.86E+20,9.71E+19,8.66E+19,1.18259E-08,7.13697E-08,8.00231E-08
1016,7.13E+12,6.10E+20,1.00E+20,8.96E+19,1.16885E-08,7.13E-08,7.95759E-08
1017,7.33E+12,6.34E+20,1.04E+20,9.27E+19,1.15615E-08,7.04808E-08,7.90723E-08
1018,7.53E+12,6.58E+20,1.07E+20,9.57E+19,1.14438E-08,7.03738E-08,7.86834E-08
1019,7.73E+12,6.83E+20,1.11E+20,9.89E+19,1.13177E-08,6.96396E-08,7.81598E-08
1020,7.93E+12,7.09E+20,1.15E+20,1.02E+20,1.11848E-08,6.89565E-08,7.77451E-08
1021,8.19E+12,7.41E+20,1.19E+20,1.06E+20,1.10526E-08,6.88235E-08,7.72642E-08
1022,8.46E+12,7.74E+20,1.24E+20,1.10E+20,1.09302E-08,6.82258E-08,7.69091E-08
1023,8.73E+12,8.07E+20,1.29E+20,1.14E+20,1.08178E-08,6.76744E-08,7.65789E-08
1024,8.99E+12,8.41E+20,1.33E+20,1.19E+20,1.06897E-08,6.7594E-08,7.55462E-08
1025,9.26E+12,8.76E+20,1.38E+20,1.23E+20,1.05708E-08,6.71014E-08,7.52846E-08
1026,9.53E+12,9.12E+20,1.43E+20,1.27E+20,1.04496E-08,6.66434E-08,7.50394E-08
1027,9.79E+12,9.48E+20,1.48E+20,1.32E+20,1.0327E-08,6.61486E-08,7.41667E-08
1028,1.01E+13,9.86E+20,1.53E+20,1.36E+20,1.02434E-08,6.60131E-08,7.42647E-08
1029,1.03E+13,1.02E+21,1.59E+20,1.41E+20,1.0098E-08,6.47799E-08,7.30496E-08
1030,1.06E+13,1.06E+21,1.64E+20,1.45E+20,0.00000001,6.46341E-08,7.31034E-08
1031,1.09E+13,1.11E+21,1.71E+20,1.51E+20,9.81982E-09,6.37427E-08,7.21854E-08
1032,1.13E+13,1.16E+21,1.77E+20,1.57E+20,9.74138E-09,6.38418E-08,7.19745E-08
1033,1.17E+13,1.21E+21,1.84E+20,1.64E+20,9.66942E-09,6.3587E-08,7.13415E-08
1034,1.20E+13,1.26E+21,1.91E+20,1.70E+20,9.52381E-09,6.28272E-08,7.05882E-08
1035,1.24E+13,1.32E+21,1.99E+20,1.76E+20,9.39394E-09,6.23116E-08,7.04545E-08
1036,1.27E+13,1.37E+21,2.06E+20,1.83E+20,9.27007E-09,6.16505E-08,6.93989E-08
1037,1.31E+13,1.43E+21,2.13E+20,1.89E+20,9.16084E-09,6.15023E-08,6.93122E-08
1038,1.34E+13,1.49E+21,2.21E+20,1.96E+20,8.99329E-09,6.06335E-08,6.83673E-08
1039,1.38E+13,1.54E+21,2.29E+20,2.02E+20,8.96104E-09,6.0262E-08,6.83168E-08
1040,1.42E+13,1.60E+21,2.36E+20,2.09E+20,8.875E-09,6.01695E-08,6.79426E-08
1041,1.46E+13,1.68E+21,2.46E+20,2.18E+20,8.69048E-09,5.93496E-08,6.69725E-08
1042,1.51E+13,1.76E+21,2.57E+20,2.27E+20,8.57955E-09,5.87549E-08,6.65198E-08
1043,1.56E+13,1.84E+21,2.67E+20,2.36E+20,8.47826E-09,5.8427E-08,6.61017E-08
1044,1.61E+13,1.92E+21,2.77E+20,2.45E+20,8.38542E-09,5.81227E-08,6.57143E-08
1045,1.66E+13,2.00E+21,2.88E+20,2.55E+20,8.3E-09,5.76389E-08,6.5098E-08
1046,1.70E+13,2.08E+21,2.99E+20,2.64E+20,8.17308E-09,5.68562E-08,6.43939E-08
1047,1.75E+13,2.17E+21,3.10E+20,2.74E+20,8.06452E-09,5.64516E-08,6.38686E-08
1048,1.80E+13,2.26E+21,3.21E+20,2.84E+20,7.9646E-09,5.60748E-08,6.33803E-08
1049,1.85E+13,2.35E+21,3.33E+20,2.94E+20,7.87234E-09,5.55556E-08,6.29252E-08
1050,1.89E+13,2.44E+21,3.44E+20,3.04E+20,7.7459E-09,5.49419E-08,6.21711E-08
1051,1.96E+13,2.56E+21,3.59E+20,3.17E+20,7.65625E-09,5.45961E-08,6.18297E-08
1052,2.02E+13,2.68E+21,3.74E+20,3.30E+20,7.53731E-09,5.40107E-08,6.12121E-08
1053,2.09E+13,2.80E+21,3.90E+20,3.43E+20,7.46429E-09,5.35897E-08,6.09329E-08
1054,2.15E+13,2.92E+21,4.05E+20,3.57E+20,7.36301E-09,5.30864E-08,6.02241E-08
1055,2.22E+13,3.05E+21,4.21E+20,3.71E+20,7.27869E-09,5.27316E-08,5.98383E-08
1056,2.28E+13,3.18E+21,4.37E+20,3.85E+20,7.16981E-09,5.21739E-08,5.92208E-08
1057,2.34E+13,3.32E+21,4.54E+20,3.99E+20,7.04819E-09,5.15419E-08,5.86466E-08
1058,2.41E+13,3.45E+21,4.71E+20,4.14E+20,6.98551E-09,5.11677E-08,5.82126E-08
1059,2.47E+13,3.59E+21,4.88E+20,4.29E+20,6.88022E-09,5.06148E-08,5.75758E-08
1060,2.54E+13,3.74E+21,5.05E+20,4.44E+20,6.79144E-09,5.0297E-08,5.72072E-08
1061,2.62E+13,3.92E+21,5.27E+20,4.63E+20,6.68367E-09,4.97154E-08,5.65875E-08
1062,2.71E+13,4.10E+21,5.50E+20,4.83E+20,6.60976E-09,4.92727E-08,5.61077E-08
1063,2.80E+13,4.29E+21,5.73E+20,5.03E+20,6.52681E-09,4.88656E-08,5.5666E-08
1064,2.88E+13,4.49E+21,5.96E+20,5.24E+20,6.41425E-09,4.83221E-08,5.49618E-08
1065,2.97E+13,4.69E+21,6.20E+20,5.44E+20,6.33262E-09,4.79032E-08,5.45956E-08
1066,3.05E+13,4.89E+21,6.45E+20,5.65E+20,6.23722E-09,4.72868E-08,5.39823E-08
1067,3.14E+13,5.10E+21,6.69E+20,5.87E+20,6.15686E-09,4.69357E-08,5.34923E-08
1068,3.23E+13,5.32E+21,6.95E+20,6.09E+20,6.07143E-09,4.64748E-08,5.30378E-08
1069,3.31E+13,5.54E+21,7.20E+20,6.31E+20,5.97473E-09,4.59722E-08,5.24564E-08
1070,3.40E+13,5.76E+21,7.47E+20,6.54E+20,5.90278E-09,4.55154E-08,5.19878E-08
1071,3.52E+13,6.05E+21,7.80E+20,6.83E+20,5.81818E-09,4.51282E-08,5.15373E-08
1072,3.63E+13,6.34E+21,8.14E+20,7.13E+20,5.72555E-09,4.45946E-08,5.09116E-08
1073,3.75E+13,6.64E+21,8.49E+20,7.43E+20,5.64759E-09,4.41696E-08,5.04711E-08
1074,3.86E+13,6.95E+21,8.85E+20,7.74E+20,5.55396E-09,4.36158E-08,4.98708E-08
1075,3.98E+13,7.27E+21,9.22E+20,8.06E+20,5.47455E-09,4.3167E-08,4.93797E-08
1076,4.10E+13,7.59E+21,9.59E+20,8.38E+20,5.40184E-09,4.27529E-08,4.8926E-08
1077,4.21E+13,7.93E+21,9.97E+20,8.71E+20,5.30895E-09,4.22267E-08,4.83352E-08
1078,4.33E+13,8.27E+21,1.04E+21,9.05E+20,5.23579E-09,4.16346E-08,4.78453E-08
1079,4.44E+13,8.63E+21,1.08E+21,9.40E+20,5.14484E-09,4.11111E-08,4.7234E-08
1080,4.56E+13,8.99E+21,1.12E+21,9.75E+20,5.0723E-09,4.07143E-08,4.67692E-08
1081,4.71E+13,9.45E+21,1.17E+21,1.02E+21,4.98413E-09,4.02564E-08,4.61765E-08
1082,4.87E+13,9.91E+21,1.22E+21,1.07E+21,4.91423E-09,3.9918E-08,4.5514E-08
1083,5.03E+13,1.04E+22,1.28E+21,1.11E+21,4.83654E-09,3.92969E-08,4.53153E-08
1084,5.18E+13,1.09E+22,1.33E+21,1.16E+21,4.75229E-09,3.89474E-08,4.46552E-08
1085,5.34E+13,1.14E+22,1.39E+21,1.21E+21,4.68421E-09,3.84173E-08,4.41322E-08
1086,5.49E+13,1.19E+22,1.44E+21,1.26E+21,4.61345E-09,3.8125E-08,4.35714E-08
1087,5.65E+13,1.24E+22,1.50E+21,1.31E+21,4.55645E-09,3.76667E-08,4.31298E-08
1088,5.81E+13,1.30E+22,1.56E+21,1.36E+21,4.46923E-09,3.72436E-08,4.27206E-08
1089,5.96E+13,1.36E+22,1.62E+21,1.41E+21,4.38235E-09,3.67901E-08,4.22695E-08
1090,6.12E+13,1.41E+22,1.69E+21,1.47E+21,4.34043E-09,3.6213E-08,4.16327E-08
1091,6.33E+13,1.49E+22,1.76E+21,1.53E+21,4.24832E-09,3.59659E-08,4.13725E-08
1092,6.54E+13,1.56E+22,1.84E+21,1.60E+21,4.19231E-09,3.55435E-08,4.0875E-08
1093,6.75E+13,1.64E+22,1.93E+21,1.67E+21,4.11585E-09,3.49741E-08,4.04192E-08
1094,6.96E+13,1.72E+22,2.01E+21,1.75E+21,4.04651E-09,3.46269E-08,3.97714E-08
1095,7.17E+13,1.80E+22,2.10E+21,1.82E+21,3.98333E-09,3.41429E-08,3.93956E-08
1096,7.38E+13,1.88E+22,2.19E+21,1.90E+21,3.92553E-09,3.36986E-08,3.88421E-08
1097,7.59E+13,1.96E+22,2.28E+21,1.97E+21,3.87245E-09,3.32895E-08,3.85279E-08
1098,7.80E+13,2.05E+22,2.37E+21,2.05E+21,3.80488E-09,3.29114E-08,3.80488E-08
1099,8.01E+13,2.14E+22,2.46E+21,2.13E+21,3.74299E-09,3.2561E-08,3.76056E-08
1100,8.22E+13,2.24E+22,2.56E+21,2.21E+21,3.66964E-09,3.21094E-08,3.71946E-08
1101,8.50E+13,2.35E+22,2.68E+21,2.32E+21,3.61702E-09,3.17164E-08,3.66379E-08
1102,8.78E+13,2.47E+22,2.80E+21,2.42E+21,3.55466E-09,3.13571E-08,3.6281E-08
1103,9.06E+13,2.59E+22,2.93E+21,2.53E+21,3.49807E-09,3.09215E-08,3.58103E-08
1104,9.35E+13,2.72E+22,3.06E+21,2.64E+21,3.4375E-09,3.05556E-08,3.54167E-08
1105,9.63E+13,2.85E+22,3.19E+21,2.76E+21,3.37895E-09,3.01881E-08,3.48913E-08
1106,9.91E+13,2.98E+22,3.33E+21,2.87E+21,3.3255E-09,2.97598E-08,3.45296E-08
1107,1.02E+14,3.12E+22,3.46E+21,2.99E+21,3.26923E-09,2.94798E-08,3.41137E-08
1108,1.05E+14,3.26E+22,3.61E+21,3.11E+21,3.22086E-09,2.90859E-08,3.37621E-08
1109,1.08E+14,3.40E+22,3.75E+21,3.24E+21,3.17647E-09,2.88E-08,3.33333E-08
1110,1.10E+14,3.55E+22,3.90E+21,3.36E+21,3.09859E-09,2.82051E-08,3.27381E-08
1111,1.14E+14,3.74E+22,4.09E+21,3.52E+21,3.04813E-09,2.78729E-08,3.23864E-08
1112,1.18E+14,3.93E+22,4.28E+21,3.69E+21,3.00254E-09,2.75701E-08,3.19783E-08
1113,1.22E+14,4.12E+22,4.47E+21,3.85E+21,2.96117E-09,2.72931E-08,3.16883E-08
1114,1.26E+14,4.33E+22,4.67E+21,4.02E+21,2.90993E-09,2.69807E-08,3.13433E-08
1115,1.29E+14,4.53E+22,4.88E+21,4.20E+21,2.84768E-09,2.64344E-08,3.07143E-08
1116,1.33E+14,4.75E+22,5.09E+21,4.38E+21,2.8E-09,2.61297E-08,3.03653E-08
1117,1.37E+14,4.97E+22,5.30E+21,4.56E+21,2.75654E-09,2.58491E-08,3.00439E-08
1118,1.41E+14,5.19E+22,5.52E+21,4.75E+21,2.71676E-09,2.55435E-08,2.96842E-08
1119,1.45E+14,5.43E+22,5.74E+21,4.94E+21,2.67035E-09,2.52613E-08,2.93522E-08
1120,1.49E+14,5.67E+22,5.97E+21,5.13E+21,2.62787E-09,2.49581E-08,2.90448E-08
1121,1.54E+14,5.96E+22,6.26E+21,5.38E+21,2.58389E-09,2.46006E-08,2.86245E-08
1122,1.59E+14,6.27E+22,6.56E+21,5.63E+21,2.53589E-09,2.42378E-08,2.82416E-08
1123,1.64E+14,6.59E+22,6.86E+21,5.89E+21,2.48862E-09,2.39067E-08,2.78438E-08
1124,1.69E+14,6.91E+22,7.17E+21,6.15E+21,2.44573E-09,2.35704E-08,2.74797E-08
1125,1.74E+14,7.25E+22,7.49E+21,6.42E+21,2.4E-09,2.3231E-08,2.71028E-08
1126,1.79E+14,7.59E+22,7.81E+21,6.69E+21,2.35837E-09,2.29193E-08,2.67564E-08
1127,1.85E+14,7.95E+22,8.15E+21,6.98E+21,2.32704E-09,2.26994E-08,2.65043E-08
1128,1.90E+14,8.31E+22,8.49E+21,7.26E+21,2.2864E-09,2.23793E-08,2.61708E-08
1129,1.95E+14,8.69E+22,8.84E+21,7.56E+21,2.24396E-09,2.20588E-08,2.57937E-08
1130,2.00E+14,9.08E+22,9.19E+21,7.86E+21,2.20264E-09,2.17628E-08,2.54453E-08
1131,2.07E+14,9.56E+22,9.64E+21,8.24E+21,2.16527E-09,2.1473E-08,2.51214E-08
1132,2.14E+14,1.01E+23,1.01E+22,8.63E+21,2.11881E-09,2.11881E-08,2.47972E-08
1133,2.21E+14,1.06E+23,1.06E+22,9.03E+21,2.08491E-09,2.08491E-08,2.4474E-08
1134,2.28E+14,1.11E+23,1.11E+22,9.43E+21,2.05405E-09,2.05405E-08,2.41782E-08
1135,2.35E+14,1.16E+23,1.15E+22,9.85E+21,2.02586E-09,2.04348E-08,2.38579E-08
1136,2.42E+14,1.22E+23,1.21E+22,1.03E+22,1.98361E-09,0.00000002,2.34951E-08
1137,2.48E+14,1.28E+23,1.26E+22,1.07E+22,1.9375E-09,1.96825E-08,2.31776E-08
1138,2.55E+14,1.34E+23,1.31E+22,1.12E+22,1.90299E-09,1.94656E-08,2.27679E-08
1139,2.62E+14,1.40E+23,1.36E+22,1.16E+22,1.87143E-09,1.92647E-08,2.25862E-08
1140,2.69E+14,1.46E+23,1.42E+22,1.21E+22,1.84247E-09,1.89437E-08,2.22314E-08
1141,2.79E+14,1.54E+23,1.49E+22,1.27E+22,1.81169E-09,1.87248E-08,2.19685E-08
1142,2.88E+14,1.62E+23,1.56E+22,1.33E+22,1.77778E-09,1.84615E-08,2.16541E-08
1143,2.97E+14,1.70E+23,1.64E+22,1.39E+22,1.74706E-09,1.81098E-08,2.13669E-08
1144,3.07E+14,1.79E+23,1.71E+22,1.45E+22,1.71508E-09,1.79532E-08,2.11724E-08
1145,3.16E+14,1.87E+23,1.79E+22,1.52E+22,1.68984E-09,1.76536E-08,2.07895E-08
1146,3.26E+14,1.97E+23,1.87E+22,1.58E+22,1.65482E-09,1.74332E-08,2.06329E-08
1147,3.35E+14,2.06E+23,1.95E+22,1.65E+22,1.62621E-09,1.71795E-08,2.0303E-08
1148,3.44E+14,2.15E+23,2.03E+22,1.72E+22,1.6E-09,1.69458E-08,0.00000002
1149,3.54E+14,2.25E+23,2.12E+22,1.79E+22,1.57333E-09,1.66981E-08,1.97765E-08
1150,3.63E+14,2.36E+23,2.20E+22,1.87E+22,1.53814E-09,1.65E-08,1.94118E-08
1151,3.76E+14,2.48E+23,2.31E+22,1.96E+22,1.51613E-09,1.62771E-08,1.91837E-08
1152,3.88E+14,2.61E+23,2.42E+22,2.05E+22,1.48659E-09,1.60331E-08,1.89268E-08
1153,4.01E+14,2.75E+23,2.54E+22,2.15E+22,1.45818E-09,1.57874E-08,1.86512E-08
1154,4.14E+14,2.89E+23,2.66E+22,2.25E+22,1.43253E-09,1.55639E-08,1.84E-08
1155,4.26E+14,3.03E+23,2.78E+22,2.35E+22,1.40594E-09,1.53237E-08,1.81277E-08
1156,4.39E+14,3.18E+23,2.90E+22,2.45E+22,1.3805E-09,1.51379E-08,1.79184E-08
1157,4.52E+14,3.33E+23,3.03E+22,2.56E+22,1.35736E-09,1.49175E-08,1.76563E-08
1158,4.64E+14,3.49E+23,3.16E+22,2.66E+22,1.32951E-09,1.46835E-08,1.74436E-08
